学号,成绩
1354,31
1355,9
1356,48
1357,47
1358,55
1359,5
1360,23
1361,31
1362,94
1363,43
1364,31
1365,1
1366,84
1367,27
1368,13
1369,49
1370,4
1371,21
1372,33
1373,61
1374,41
1375,95
1376,78
1377,37
1378,46
1379,49
1380,9
1381,96
1382,41
1383,7
1384,78
1385,21
1386,99
1387,37
1388,37
1389,85
1390,59
1391,51
1392,57
1393,71
1394,64
1395,0
1396,85
1397,9
1398,20
1399,37
1400,80
1401,78
1402,52
1403,9
1404,25
1405,34
1406,61
1407,39
1408,30
1409,70
1410,56
1411,34
1412,67
1413,66
1414,42
1415,73
1416,52
1417,16
1418,13
1419,75
1420,72
1421,64
1422,76
1423,36
1424,77
1425,87
1426,100
1427,54
1428,12
1429,78
1430,38
1431,67
1432,34
1433,6
1434,51
1435,69
1436,78
1437,66
1438,66
1439,8
1440,22
1441,67
1442,15
1443,60
1444,24
1445,71
1446,41
1447,36
1448,99
1449,39
1450,32
1451,89
1452,82
1453,91
1454,92
1455,64
1456,60
1457,9
1458,77
1459,25
1460,17
1461,58
1462,98
1463,48
1464,0
1465,40
1466,31
1467,88
1468,14
1469,93
1470,38
1471,82
1472,59
1473,73
1474,37
1475,26
1476,77
1477,80
1478,79
1479,84
1480,37
1481,47
1482,64
1483,95
1484,55
1485,87
1486,81
1487,61
1488,23
1489,37
1490,94
1491,56
1492,57
1493,21
1494,76
1495,62
1496,1
1497,76
1498,65
1499,59
1500,6
1501,48
1502,51
1503,86
1504,51
1505,74
1506,71
1507,75
1508,92
1509,84
1510,11
1511,38
1512,84
1513,57
1514,31
1515,83
1516,91
1517,83
1518,19
1519,50
1520,72
1521,91
1522,7
1523,62
1524,26
1525,4
1526,80
1527,2
1528,31
1529,11
1530,73
1531,78
1532,35
1533,29
1534,82
1535,70
1536,21
1537,95
1538,56
1539,84
1540,87
1541,63
1542,98
1543,16
1544,80
1545,9
1546,43
1547,5
1548,87
1549,86
1550,79
1551,96
1552,81
1553,66
1554,20
1555,12
1556,25
1557,6
1558,65
1559,31
1560,100
1561,49
1562,71
1563,62
1564,40
1565,65
1566,15
1567,19
1568,98
1569,15
1570,80
1571,4
1572,92
1573,38
1574,100
1575,54
1576,7
1577,25
1578,25
1579,6
1580,87
1581,63
1582,80
1583,48
1584,9
1585,30
1586,82
1587,91
1588,62
1589,28
1590,65
1591,54
1592,6
1593,63
1594,51
1595,24
1596,9
1597,57
1598,81
1599,67
1600,49
1601,39
1602,94
1603,36
1604,25
1605,42
1606,93
1607,13
1608,43
1609,72
1610,62
1611,22
1612,68
1613,43
1614,8
1615,49
1616,98
1617,66
1618,72
1619,49
1620,42
1621,86
1622,22
1623,98
1624,81
1625,51
1626,95
1627,95
1628,43
1629,92
1630,19
1631,56
1632,70
1633,24
1634,63
1635,21
1636,75
1637,84
1638,64
1639,13
1640,84
1641,48
1642,7
1643,12
1644,77
1645,41
1646,74
1647,42
1648,93
1649,29
1650,70
1651,55
1652,96
1653,67
1654,69
1655,50
1656,10
1657,13
1658,58
1659,31
1660,38
1661,54
1662,22
1663,53
1664,99
1665,46
1666,1
1667,13
1668,85
1669,81
1670,87
1671,73
1672,6
1673,16
1674,56
1675,22
1676,56
1677,98
1678,38
1679,49
1680,33
1681,81
1682,16
1683,59
1684,49
1685,34
1686,55
1687,58
1688,8
1689,13
1690,72
1691,6
1692,67
1693,46
1694,35
1695,7
1696,23
1697,13
1698,44
1699,74
1700,44
1701,20
1702,57
1703,45
1704,43
1705,40
1706,89
1707,35
1708,27
1709,78
1710,69
1711,91
1712,18
1713,38
1714,31
1715,41
1716,97
1717,73
1718,63
1719,90
1720,99
1721,58
1722,19
1723,24
1724,61
1725,36
1726,0
1727,78
1728,50
1729,91
1730,66
1731,13
1732,38
1733,58
1734,44
1735,60
1736,32
1737,71
1738,0
1739,5
1740,42
1741,10
1742,47
1743,70
1744,51
1745,15
1746,34
1747,50
1748,93
1749,80
1750,17
1751,2
1752,97
1753,14
1754,9
1755,30
1756,35
1757,69
1758,90
1759,30
1760,34
1761,94
1762,5
1763,26
1764,4
1765,22
1766,23
1767,76
1768,98
1769,85
1770,79
1771,13
1772,91
1773,61
1774,3
1775,83
1776,30
1777,15
1778,40
1779,19
1780,74
1781,68
1782,23
1783,35
1784,63
1785,29
1786,9
1787,55
1788,21
1789,15
1790,8
1791,67
1792,7
1793,51
1794,87
1795,38
1796,50
1797,68
1798,33
1799,48
1800,90
1801,59
1802,15
1803,70
1804,65
1805,84
1806,42
1807,88
1808,60
1809,28
1810,62
1811,74
1812,60
1813,79
1814,16
1815,87
1816,92
1817,100
1818,22
1819,32
1820,88
1821,69
1822,43
1823,42
1824,93
1825,54
1826,74
1827,99
1828,15
1829,43
1830,35
1831,2
1832,95
1833,64
1834,1
1835,55
1836,94
1837,95
1838,7
1839,53
1840,35
1841,99
1842,33
1843,6
1844,69
1845,48
1846,57
1847,74
1848,72
1849,26
1850,100
1851,78
1852,48
1853,73
1854,68
1855,61
1856,93
1857,15
1858,92
1859,60
1860,60
1861,12
1862,7
1863,100
1864,48
1865,16
1866,80
1867,21
1868,31
1869,34
1870,1
1871,5
1872,25
1873,15
1874,63
1875,56
1876,92
1877,32
1878,6
1879,24
1880,33
1881,61
1882,13
1883,6
1884,78
1885,29
1886,14
1887,100
1888,1
1889,27
1890,16
1891,1
1892,9
1893,54
1894,15
1895,99
1896,66
1897,16
1898,42
1899,1
1900,65
1901,80
1902,75
1903,12
1904,44
1905,24
1906,23
1907,68
1908,53
1909,42
1910,64
1911,9
1912,22
1913,68
1914,52
1915,33
1916,20
1917,51
1918,70
1919,30
1920,1
1921,92
1922,65
1923,94
1924,61
1925,95
1926,90
1927,89
1928,51
1929,52
1930,49
1931,5
1932,70
1933,7
1934,92
1935,38
1936,13
1937,83
1938,18
1939,7
1940,68
1941,69
1942,8
1943,34
1944,6
1945,22
1946,86
1947,46
1948,36
1949,38
1950,33
1951,37
1952,17
1953,67
1954,75
1955,54
1956,66
1957,79
1958,12
1959,73
1960,13
1961,55
1962,13
1963,82
1964,78
1965,94
1966,28
1967,55
1968,37
1969,49
1970,93
1971,31
1972,21
1973,95
1974,84
1975,100
1976,41
1977,30
1978,54
1979,55
1980,23
1981,16
1982,50
1983,39
1984,41
1985,17
1986,31
1987,80
1988,74
1989,98
1990,100
1991,20
1992,16
1993,27
1994,69
1995,90
1996,5
1997,6
1998,69
1999,55
2000,53
2001,76
2002,18
2003,60
2004,23
2005,2
2006,78
2007,92
2008,75
2009,19
2010,64
2011,29
2012,4
2013,43
2014,10
2015,34
2016,18
2017,65
2018,30
2019,33
2020,23
2021,50
2022,31
2023,10
2024,52
2025,17
2026,43
2027,60
2028,100
2029,6
2030,94
2031,42
2032,33
2033,45
2034,73
2035,28
2036,77
2037,8
2038,93
2039,87
2040,2
2041,38
2042,49
2043,3
2044,27
2045,18
2046,25
2047,49
2048,39
2049,27
2050,15
2051,70
2052,90
2053,49
2054,14
2055,39
2056,93
2057,65
2058,33
2059,45
2060,64
2061,22
2062,42
2063,92
2064,35
2065,50
2066,12
2067,61
2068,96
2069,25
2070,7
2071,71
2072,82
2073,95
2074,34
2075,67
2076,20
2077,80
2078,34
2079,51
2080,91
2081,43
2082,64
2083,14
2084,66
2085,66
2086,53
2087,98
2088,16
2089,18
2090,64
2091,47
2092,2
2093,71
2094,58
2095,1
2096,11
2097,94
2098,4
2099,82
2100,36
2101,79
2102,27
2103,74
2104,82
2105,12
2106,59
2107,96
2108,4
2109,9
2110,66
2111,11
2112,4
2113,71
2114,8
2115,32
2116,37
2117,67
2118,39
2119,4
2120,3
2121,10
2122,95
2123,67
2124,82
2125,4
2126,83
2127,44
2128,0
2129,50
2130,71
2131,39
2132,41
2133,98
2134,65
2135,68
2136,41
2137,49
2138,20
2139,100
2140,44
2141,67
2142,54
2143,91
2144,76
2145,57
2146,43
2147,11
2148,13
2149,51
2150,28
2151,61
2152,75
2153,52
2154,37
2155,68
2156,90
2157,81
2158,34
2159,83
2160,94
2161,25
2162,17
2163,23
2164,73
2165,45
2166,66
2167,29
2168,94
2169,9
2170,52
2171,69
2172,22
2173,85
2174,71
2175,63
2176,30
2177,60
2178,32
2179,100
2180,79
2181,13
2182,97
2183,76
2184,35
2185,56
2186,70
2187,40
2188,23
2189,43
2190,65
2191,76
2192,45
2193,99
2194,29
2195,48
2196,54
2197,90
2198,86
2199,87
2200,69
2201,9
2202,75
2203,67
2204,84
2205,77
2206,48
2207,97
2208,65
2209,25
2210,90
2211,77
2212,65
2213,73
2214,44
2215,88
2216,90
2217,38
2218,69
2219,2
2220,100
2221,67
2222,23
2223,16
2224,37
2225,47
2226,80
2227,84
2228,2
2229,54
2230,91
2231,41
2232,20
2233,7
2234,79
2235,83
2236,20
2237,75
2238,91
2239,88
2240,39
2241,85
2242,34
2243,46
2244,1
2245,91
2246,28
2247,96
2248,89
2249,8
2250,64
2251,36
2252,40
2253,11
2254,10
2255,48
2256,55
2257,87
2258,79
2259,93
2260,55
2261,13
2262,39
2263,37
2264,4
2265,45
2266,5
2267,33
2268,20
2269,85
2270,17
2271,87
2272,56
2273,69
2274,85
2275,62
2276,73
2277,86
2278,56
2279,32
2280,67
2281,98
2282,49
2283,69
2284,25
2285,78
2286,9
2287,51
2288,67
2289,70
2290,5
2291,16
2292,16
2293,95
2294,71
2295,83
2296,27
2297,71
2298,69
2299,61
2300,69
2301,40
2302,3
2303,44
2304,44
2305,96
2306,57
2307,66
2308,94
2309,24
2310,59
2311,3
2312,52
2313,12
2314,54
2315,29
2316,90
2317,5
2318,27
2319,51
2320,29
2321,31
2322,69
2323,26
2324,0
2325,34
2326,84
2327,61
2328,98
2329,26
2330,83
2331,67
2332,92
2333,96
2334,99
2335,58
2336,60
2337,57
2338,39
2339,96
2340,78
2341,31
2342,33
2343,61
2344,24
2345,82
2346,95
2347,54
2348,49
2349,92
2350,35
2351,12
2352,31
2353,78
2354,11
2355,22
2356,52
2357,60
2358,10
2359,44
2360,55
2361,29
2362,8
2363,98
2364,4
2365,26
2366,12
2367,30
2368,65
2369,35
2370,50
2371,20
2372,62
2373,34
2374,9
2375,24
2376,32
2377,73
2378,7
2379,46
2380,88
2381,16
2382,94
2383,8
2384,86
2385,51
2386,19
2387,93
2388,80
2389,66
2390,100
2391,96
2392,63
2393,67
2394,78
2395,67
2396,32
2397,84
2398,43
2399,14
2400,87
2401,46
2402,34
2403,38
2404,32
2405,85
2406,76
2407,48
2408,14
2409,62
2410,46
2411,29
2412,62
2413,10
2414,36
2415,91
2416,87
2417,79
2418,8
2419,3
2420,26
2421,19
2422,11
2423,48
2424,88
2425,75
2426,36
2427,8
2428,4
2429,28
2430,30
2431,0
2432,73
2433,92
2434,69
2435,55
2436,29
2437,78
2438,27
2439,21
2440,66
2441,69
2442,73
2443,94
2444,47
2445,69
2446,75
2447,71
2448,49
2449,54
2450,100
2451,99
2452,32
2453,74
2454,91
2455,67
2456,94
2457,65
2458,1
2459,5
2460,40
2461,43
2462,66
2463,31
2464,62
2465,77
2466,1
2467,78
2468,10
2469,56
2470,70
2471,29
2472,4
2473,49
2474,67
2475,29
2476,10
2477,3
2478,87
2479,62
2480,76
2481,61
2482,68
2483,45
2484,17
2485,86
2486,86
2487,17
2488,23
2489,11
2490,59
2491,87
2492,92
2493,17
2494,99
2495,56
2496,26
2497,48
2498,72
2499,84
2500,73
2501,89
2502,58
2503,40
2504,27
2505,86
2506,24
2507,70
2508,49
2509,41
2510,62
2511,65
2512,65
2513,77
2514,77
2515,13
2516,65
2517,63
2518,58
2519,9
2520,57
2521,6
2522,80
2523,22
2524,80
2525,0
2526,13
2527,72
2528,76
2529,70
2530,55
2531,77
2532,95
2533,4
2534,7
2535,47
2536,56
2537,44
2538,56
2539,2
2540,70
2541,44
2542,43
2543,1
2544,51
2545,81
2546,45
2547,99
2548,30
2549,94
2550,57
2551,53
2552,97
2553,35
2554,26
2555,91
2556,13
2557,72
2558,78
2559,55
2560,62
2561,25
2562,58
2563,24
2564,32
2565,9
2566,18
2567,90
2568,98
2569,42
2570,9
2571,9
2572,41
2573,59
2574,90
2575,12
2576,95
2577,5
2578,98
2579,43
2580,1
2581,52
2582,100
2583,28
2584,70
2585,49
2586,19
2587,97
2588,82
2589,12
2590,2
2591,93
2592,64
2593,85
2594,51
2595,16
2596,99
2597,60
2598,97
2599,86
2600,2
2601,86
2602,20
2603,18
2604,24
2605,15
2606,99
2607,45
2608,76
2609,72
2610,33
2611,55
2612,69
2613,31
2614,21
2615,36
2616,52
2617,9
2618,60
2619,3
2620,23
2621,77
2622,94
2623,70
2624,83
2625,73
2626,38
2627,56
2628,20
2629,67
2630,99
2631,26
2632,44
2633,37
2634,90
2635,14
2636,48
2637,63
2638,23
2639,91
2640,31
2641,16
2642,37
2643,22
2644,5
2645,20
2646,38
2647,48
2648,15
2649,27
2650,55
2651,5
2652,7
2653,51
2654,48
2655,30
2656,43
2657,87
2658,12
2659,47
2660,90
2661,84
2662,54
2663,1
2664,85
2665,100
2666,97
2667,91
2668,64
2669,94
2670,70
2671,64
2672,57
2673,19
2674,30
2675,32
2676,72
2677,5
2678,97
2679,75
2680,37
2681,31
2682,84
2683,88
2684,78
2685,31
2686,79
2687,90
2688,59
2689,3
2690,82
2691,75
2692,88
2693,3
2694,42
2695,85
2696,54
2697,31
2698,56
2699,27
2700,45
2701,72
2702,62
2703,57
2704,23
2705,59
2706,73
2707,80
2708,22
2709,13
2710,0
2711,75
2712,78
2713,63
2714,72
2715,25
2716,78
2717,41
2718,45
2719,8
2720,64
2721,9
2722,16
2723,36
2724,89
2725,82
2726,56
2727,99
2728,92
2729,25
2730,73
2731,21
2732,91
2733,68
2734,61
2735,36
2736,18
2737,0
2738,88
2739,43
2740,32
2741,0
2742,56
2743,88
2744,23
2745,88
2746,63
2747,48
2748,54
2749,49
2750,50
2751,18
2752,36
2753,39
2754,11
2755,28
2756,1
2757,78
2758,70
2759,79
2760,11
2761,17
2762,92
2763,41
2764,37
2765,17
2766,42
2767,46
2768,41
2769,54
2770,25
2771,100
2772,57
2773,19
2774,85
2775,86
2776,11
2777,39
2778,42
2779,53
2780,19
2781,5
2782,87
2783,83
2784,40
2785,29
2786,51
2787,39
2788,69
2789,35
2790,57
2791,67
2792,15
2793,13
2794,25
2795,69
2796,9
2797,1
2798,17
2799,58
2800,13
2801,70
2802,58
2803,2
2804,7
2805,83
2806,25
2807,0
2808,15
2809,52
2810,19
2811,94
2812,37
2813,25
2814,36
2815,20
2816,28
2817,66
2818,87
2819,17
2820,96
2821,44
2822,22
2823,86
2824,89
2825,57
2826,38
2827,74
2828,38
2829,68
2830,15
2831,16
2832,68
2833,48
2834,19
2835,55
2836,74
2837,82
2838,36
2839,34
2840,54
2841,88
2842,91
2843,59
2844,46
2845,66
2846,90
2847,69
2848,40
2849,28
2850,36
2851,35
2852,4
2853,83
2854,100
2855,27
2856,91
2857,58
2858,40
2859,11
2860,27
2861,90
2862,57
2863,67
2864,33
2865,32
2866,46
2867,41
2868,25
2869,15
2870,89
2871,85
2872,75
2873,26
2874,98
2875,88
2876,63
2877,41
2878,36
2879,23
2880,45
2881,46
2882,10
2883,74
2884,70
2885,60
2886,13
2887,43
2888,77
2889,43
2890,54
2891,64
2892,18
2893,15
2894,9
2895,9
2896,32
2897,71
2898,48
2899,64
2900,32
2901,26
2902,100
2903,95
2904,98
2905,99
2906,50
2907,33
2908,79
2909,31
2910,24
2911,90
2912,66
2913,62
2914,38
2915,72
2916,12
2917,47
2918,20
2919,50
2920,20
2921,88
2922,15
2923,52
2924,79
2925,3
2926,53
2927,28
2928,9
2929,36
2930,61
2931,13
2932,92
2933,95
2934,0
2935,6
2936,59
2937,2
2938,22
2939,28
2940,63
2941,79
2942,70
2943,73
2944,55
2945,94
2946,85
2947,78
2948,16
2949,97
2950,41
2951,16
2952,67
2953,13
2954,60
2955,98
2956,10
2957,97
2958,57
2959,44
2960,57
2961,29
2962,50
2963,91
2964,87
2965,22
2966,33
2967,59
2968,42
2969,13
2970,1
2971,52
2972,68
2973,63
2974,2
2975,58
2976,71
2977,6
2978,49
2979,66
2980,74
2981,91
2982,40
2983,41
2984,45
2985,41
2986,87
2987,41
2988,71
2989,2
2990,65
2991,92
2992,4
2993,3
2994,56
2995,88
2996,33
2997,61
